ID;Hora de início;Hora de conclusão;Email;Nome;Primeiro Grupo;Informar o número do processo analisado.;Qual é o assunto do processo?;Qual é o resultado do recurso do contribuinte ao Carf?;Dar uma nota para a sua compreensão do texto. Se você considera que conseguiu comprender o voto resumido (lide, argumentos, decisão).;Dar uma nota para a sua compreensão do texto. Se você considera que conseguiu comprender o voto resumido (lide, argumentos, decisão).2;Dar uma nota para a coesão do texto, para o encadeamento das frases. Como o resumo exclui frases, se aparentemente as frases mais importantes foram mantidas. Se não parece haver uma lacuna entre a...
153;3/29/21 11:07:50;3/29/21 11:08:49;;;Segundo grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Improcedente;;8;7
167;3/29/21 21:27:59;3/29/21 21:30:42;;;Terceiro grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;6
199;3/30/21 13:29:09;3/30/21 13:34:08;;;Segundo grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Improcedente;;7;5
257;3/31/21 14:33:45;3/31/21 14:34:45;;;Segundo grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Improcedente;;7;7
272;3/31/21 18:01:10;3/31/21 18:08:42;;;Primeiro grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Improcedente;;10;10
286;4/3/21 17:31:01;4/3/21 17:34:13;;;Primeiro grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Improcedente;;10;10
362;4/6/21 14:44:38;4/6/21 14:46:34;;;Segundo grupo;10675903195200916;Não sei;Improcedente;;5;5
363;4/6/21 14:46:40;4/6/21 14:47:23;;;Segundo grupo;10675903195200916;Não sei;Improcedente;;6;6
395;4/9/21 19:42:51;4/9/21 19:45:45;;;Segundo grupo;10675903195200916;PAF - Processo Administrativo Fiscal;Improcedente;;9;9
451;4/11/21 14:08:40;4/11/21 14:09:10;;;Segundo grupo;10675903195200916;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;9
497;4/11/21 16:24:56;4/11/21 16:25:38;;;Terceiro grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Improcedente;;8;8
549;4/12/21 9:19:20;4/12/21 9:21:36;;;Terceiro grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Não sei;;5;5
607;4/12/21 11:11:09;4/12/21 11:16:16;;;Segundo grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Não sei;;10;10
703;4/12/21 21:06:42;4/12/21 21:08:46;;;Primeiro grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Improcedente;;10;10
746;4/12/21 22:20:56;4/12/21 22:26:58;;;Segundo grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Improcedente;;9;8
793;4/13/21 10:27:45;4/13/21 10:30:25;;;Primeiro grupo;10675903195200916;PAF - Processo Administrativo Fiscal;Improcedente;;6;5
806;4/13/21 11:34:42;4/13/21 11:35:27;;;Segundo grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Improcedente;;10;10
912;4/14/21 10:21:08;4/14/21 10:22:52;;;Terceiro grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Não sei;;4;4
960;4/14/21 11:20:50;4/14/21 11:22:15;;;Terceiro grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Não sei;;7;7
1012;4/14/21 19:50:10;4/14/21 19:51:53;;;Segundo grupo;10675903195200916;PAF - Processo Administrativo Fiscal;Improcedente;;8;6
1028;4/15/21 7:55:41;4/15/21 7:56:19;;;Segundo grupo;10675903195200916;Não sei;Não sei;;8;8
1112;4/15/21 12:07:30;4/15/21 12:08:11;;;Terceiro grupo;10675903195200916;PAF - Processo Administrativo Fiscal;Improcedente;;10;10
1134;4/15/21 12:37:02;4/15/21 12:38:19;;;Terceiro grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Não sei;;9;10
1207;4/16/21 10:57:15;4/16/21 10:57:50;;;Segundo grupo;10675903195200916;PAF - Processo Administrativo Fiscal;Improcedente;;8;6
1217;4/16/21 12:15:15;4/16/21 12:16:17;;;Primeiro grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Improcedente;;10;9
1240;4/17/21 15:59:33;4/17/21 16:03:33;;;Segundo grupo;10675903195200916;NGDT - Normas Gerais de Direito Tributário;Improcedente;;7;6
17;3/23/21 16:39:46;3/23/21 16:40:06;;;Primeiro grupo;10675903195200917;NGDT - Normas Gerais de Direito Tributário;Improcedente;;10;10
1099;4/15/21 12:02:19;4/15/21 12:02:43;;;Terceiro grupo;1068072305200946;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;8
42;3/23/21 18:43:47;3/23/21 18:45:59;;;Primeiro grupo;10680723052200946;Não sei;Procedente ou procedente em parte;;5;7
43;3/23/21 18:46:02;3/23/21 18:47:22;;;Primeiro grupo;10680723052200946;Não sei;Não sei;;1;1
71;3/24/21 15:19:24;3/24/21 15:24:10;;;Terceiro grupo;10680723052200946;Não sei;Procedente ou procedente em parte;;7;6
208;3/30/21 14:42:46;3/30/21 14:44:42;;;Segundo grupo;10680723052200946;IRPJ/CSLL;Procedente ou procedente em parte;;7;7
260;3/31/21 16:11:38;3/31/21 16:13:37;;;Primeiro grupo;10680723052200946;IRPJ/CSLL;Procedente ou procedente em parte;;10;9
310;4/4/21 13:39:44;4/4/21 13:43:35;;;Primeiro grupo;10680723052200946;Não sei;Não sei;;7;7
319;4/4/21 17:43:24;4/4/21 17:45:11;;;Segundo grupo;10680723052200946;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;6;4
419;4/9/21 23:45:54;4/9/21 23:48:25;;;Segundo grupo;10680723052200946;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;6;2
475;4/11/21 14:21:38;4/11/21 14:22:03;;;Segundo grupo;10680723052200946;Não sei;Procedente ou procedente em parte;;6;5
522;4/11/21 16:44:42;4/11/21 16:45:21;;;Terceiro grupo;10680723052200946;IRPJ/CSLL;Procedente ou procedente em parte;;7;6
613;4/12/21 11:23:42;4/12/21 11:30:50;;;Segundo grupo;10680723052200946;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;6;4
644;4/12/21 12:50:18;4/12/21 12:52:32;;;Segundo grupo;10680723052200946;Não sei;Procedente ou procedente em parte;;10;8
668;4/12/21 15:13:07;4/12/21 15:15:01;;;Terceiro grupo;10680723052200946;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;5;5
710;4/12/21 21:18:33;4/12/21 21:21:33;;;Terceiro grupo;10680723052200946;PAF - Processo Administrativo Fiscal;Não sei;;9;9
831;4/13/21 12:09:52;4/13/21 12:11:26;;;Segundo grupo;10680723052200946;IRPJ/CSLL;Procedente ou procedente em parte;;7;7
872;4/13/21 15:24:44;4/13/21 15:26:15;;;Segundo grupo;10680723052200946;Não sei;Procedente ou procedente em parte;;4;1
939;4/14/21 11:03:02;4/14/21 11:04:03;;;Terceiro grupo;10680723052200946;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;6
1051;4/15/21 8:29:31;4/15/21 8:29:58;;;Segundo grupo;10680723052200946;IRPJ/CSLL;Procedente ou procedente em parte;;7;6
1188;4/15/21 19:45:21;4/15/21 19:46:44;;;Segundo grupo;10680723052200946;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;6;5
1233;4/16/21 16:20:00;4/16/21 16:20:52;;;Segundo grupo;10680723052200946;Não sei;Não sei;;6;5
1234;4/16/21 16:20:54;4/16/21 16:21:25;;;Segundo grupo;10680723052200946;IRPJ/CSLL;Procedente ou procedente em parte;;10;9
1265;4/17/21 17:02:20;4/17/21 17:04:36;;;Segundo grupo;10680723052200946;IRPJ/CSLL;Procedente ou procedente em parte;;7;6
170;3/30/21 11:02:45;3/30/21 11:04:33;;;Segundo grupo;10680724496201112;Não sei;Procedente ou procedente em parte;;6;5
192;3/30/21 11:55:27;3/30/21 11:59:39;;;Segundo grupo;10680724496201112;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;8
215;3/30/21 15:11:09;3/30/21 15:13:26;;;Primeiro grupo;10680724496201112;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;9
289;4/3/21 18:15:08;4/3/21 18:24:11;;;Primeiro grupo;10680724496201112;Não sei;Procedente ou procedente em parte;;9;9
368;4/6/21 14:51:31;4/6/21 14:52:35;;;Segundo grupo;10680724496201112;PAF - Processo Administrativo Fiscal;Não sei;;5;5
369;4/6/21 14:52:37;4/6/21 14:53:21;;;Segundo grupo;10680724496201112;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;7;9
375;4/6/21 16:30:38;4/6/21 16:42:02;;;Segundo grupo;10680724496201112;Não sei;Não sei;;6;6
398;4/9/21 19:55:07;4/9/21 19:57:43;;;Segundo grupo;10680724496201112;Não sei;Procedente ou procedente em parte;;9;9
454;4/11/21 14:10:30;4/11/21 14:11:25;;;Segundo grupo;10680724496201112;Não sei;Procedente ou procedente em parte;;9;7
500;4/11/21 16:27:02;4/11/21 16:27:44;;;Terceiro grupo;10680724496201112;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;8;8
554;4/12/21 9:31:37;4/12/21 9:37:02;;;Terceiro grupo;10680724496201112;Não sei;Procedente ou procedente em parte;;7;6
611;4/12/21 11:22:37;4/12/21 11:25:39;;;Segundo grupo;10680724496201112;Não sei;Procedente ou procedente em parte;;8;8
749;4/12/21 22:42:51;4/12/21 22:47:03;;;Segundo grupo;10680724496201112;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;6;1
809;4/13/21 11:39:23;4/13/21 11:40:49;;;Segundo grupo;10680724496201112;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;9
896;4/13/21 21:28:34;4/13/21 21:29:44;;;Primeiro grupo;10680724496201112;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;5;5
915;4/14/21 10:26:24;4/14/21 10:27:54;;;Terceiro grupo;10680724496201112;Não sei;Procedente ou procedente em parte;;8;9
963;4/14/21 11:25:37;4/14/21 11:28:42;;;Terceiro grupo;10680724496201112;Não sei;Procedente ou procedente em parte;;10;10
984;4/14/21 15:01:53;4/14/21 15:04:27;;;Segundo grupo;10680724496201112;Não sei;Procedente ou procedente em parte;;8;8
1030;4/15/21 7:57:19;4/15/21 7:57:37;;;Segundo grupo;10680724496201112;Não sei;Procedente ou procedente em parte;;8;8
1068;4/15/21 9:57:48;4/15/21 10:00:30;;;Terceiro grupo;10680724496201112;PAF - Processo Administrativo Fiscal;Improcedente;;8;8
1114;4/15/21 12:12:30;4/15/21 12:14:09;;;Terceiro grupo;10680724496201112;Não sei;Procedente ou procedente em parte;;10;10
1146;4/15/21 14:46:35;4/15/21 14:52:56;;;Terceiro grupo;10680724496201112;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
1150;4/15/21 14:58:44;4/15/21 15:00:19;;;Segundo grupo;10680724496201112;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;7
1166;4/15/21 19:09:21;4/15/21 19:12:15;;;Segundo grupo;10680724496201112;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;6;6
1208;4/16/21 11:02:18;4/16/21 11:03:05;;;Segundo grupo;10680724496201112;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;5;3
1243;4/17/21 16:07:09;4/17/21 16:10:01;;;Segundo grupo;10680724496201112;Não sei;Procedente ou procedente em parte;;8;6
105;3/25/21 17:52:10;3/25/21 17:52:53;;;Primeiro grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;4;4
126;3/26/21 11:20:54;3/26/21 11:26:01;;;Primeiro grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;7;6
140;3/26/21 16:41:38;3/26/21 16:42:37;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;7;7
148;3/27/21 15:59:05;3/27/21 16:12:45;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;9;5
177;3/30/21 11:28:50;3/30/21 11:30:37;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;9;8
242;3/31/21 8:40:20;3/31/21 8:41:54;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;7;6
246;3/31/21 11:57:52;3/31/21 11:59:22;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;8;5
280;4/3/21 16:27:32;4/3/21 16:31:24;;;Primeiro grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;6;8
335;4/5/21 13:57:31;4/5/21 13:58:31;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
350;4/5/21 14:57:27;4/5/21 14:58:26;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
351;4/5/21 14:58:33;4/5/21 14:59:49;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;10;8
379;4/6/21 19:43:22;4/6/21 19:46:50;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
388;4/9/21 19:18:04;4/9/21 19:20:53;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
444;4/11/21 14:04:16;4/11/21 14:04:49;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;10;9
538;4/12/21 8:52:02;4/12/21 8:55:43;;;Terceiro grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
598;4/12/21 10:53:32;4/12/21 10:56:33;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;5;5
683;4/12/21 18:03:54;4/12/21 18:06:42;;;Primeiro grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;2;2
734;4/12/21 21:39:40;4/12/21 21:45:16;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;7;5
757;4/13/21 9:43:51;4/13/21 9:45:08;;;Terceiro grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;9;7
799;4/13/21 10:03:23;4/13/21 11:18:57;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
861;4/13/21 15:06:46;4/13/21 15:07:55;;;Terceiro grupo;10680902614201564;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
905;4/14/21 10:06:33;4/14/21 10:08:44;;;Terceiro grupo;10680902614201564;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;7
950;4/14/21 11:10:36;4/14/21 11:12:30;;;Terceiro grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
979;4/14/21 14:56:08;4/14/21 14:57:04;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
1005;4/14/21 19:36:28;4/14/21 19:38:08;;;Segundo grupo;10680902614201564;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;8
1021;4/15/21 7:47:38;4/15/21 7:48:31;;;Segundo grupo;10680902614201564;IRPJ/CSLL;Procedente ou procedente em parte;;5;4
1204;4/16/21 10:40:33;4/16/21 10:45:40;;;Segundo grupo;10680902614201564;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;8
35;3/23/21 18:29:41;3/23/21 18:32:23;;;Primeiro grupo;10680906700200906;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
230;3/30/21 15:44:47;3/30/21 15:48:22;;;Primeiro grupo;10680906700200906;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;8;5
303;4/4/21 12:39:02;4/4/21 12:49:41;;;Primeiro grupo;10680906700200906;IRPJ/CSLL;Procedente ou procedente em parte;;6;7
312;4/4/21 17:25:54;4/4/21 17:28:03;;;Segundo grupo;10680906700200906;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;7
412;4/9/21 23:29:18;4/9/21 23:31:41;;;Segundo grupo;10680906700200906;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;4
469;4/11/21 14:18:52;4/11/21 14:19:15;;;Segundo grupo;10680906700200906;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;8
516;4/11/21 16:38:59;4/11/21 16:39:15;;;Terceiro grupo;10680906700200906;IRPJ/CSLL;Procedente ou procedente em parte;;7;7
551;4/12/21 9:17:11;4/12/21 9:25:31;;;Terceiro grupo;10680906700200906;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;5;7
589;4/12/21 10:15:36;4/12/21 10:35:37;;;Segundo grupo;10680906700200906;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
631;4/12/21 12:11:54;4/12/21 12:15:05;;;Segundo grupo;10680906700200906;Não sei;Procedente ou procedente em parte;;8;8
655;4/12/21 14:56:12;4/12/21 14:59:53;;;Terceiro grupo;10680906700200906;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;8;7
714;4/12/21 21:22:32;4/12/21 21:25:32;;;Primeiro grupo;10680906700200906;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;8;5
727;4/12/21 21:35:11;4/12/21 21:38:22;;;Terceiro grupo;10680906700200906;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;9
824;4/13/21 11:58:09;4/13/21 12:01:39;;;Segundo grupo;10680906700200906;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
859;4/13/21 15:02:48;4/13/21 15:05:52;;;Segundo grupo;10680906700200906;IRPJ/CSLL;Procedente ou procedente em parte;;8;6
930;4/14/21 10:53:42;4/14/21 10:54:53;;;Terceiro grupo;10680906700200906;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;7
1044;4/15/21 8:23:07;4/15/21 8:23:26;;;Segundo grupo;10680906700200906;Não sei;Procedente ou procedente em parte;;5;5
1092;4/15/21 11:59:34;4/15/21 11:59:56;;;Terceiro grupo;10680906700200906;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;8
1131;4/15/21 12:36:00;4/15/21 12:36:44;;;Terceiro grupo;10680906700200906;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1181;4/15/21 19:36:56;4/15/21 19:37:59;;;Segundo grupo;10680906700200906;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1219;4/16/21 15:52:39;4/16/21 15:55:15;;;Segundo grupo;10680906700200906;Não sei;Procedente ou procedente em parte;;7;7
1220;4/16/21 15:56:59;4/16/21 15:59:43;;;Segundo grupo;10680906700200906;Não sei;Procedente ou procedente em parte;;9;9
1258;4/17/21 16:51:50;4/17/21 16:52:15;;;Segundo grupo;10680906700200906;Não sei;Procedente ou procedente em parte;;7;6
47;3/23/21 18:50:53;3/23/21 18:53:43;;;Primeiro grupo;10680906701200942;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
75;3/24/21 16:06:15;3/24/21 16:16:34;;;Terceiro grupo;10680906701200942;Não sei;Procedente ou procedente em parte;;7;6
112;3/26/21 8:13:33;3/26/21 8:14:13;;;Segundo grupo;10680906701200942;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;8;7
265;3/31/21 16:22:07;3/31/21 16:25:02;;;Primeiro grupo;10680906701200942;IRPJ/CSLL;Procedente ou procedente em parte;;6;3
324;4/4/21 17:50:45;4/4/21 17:52:08;;;Segundo grupo;10680906701200942;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;7
424;4/10/21 0:09:25;4/10/21 0:12:07;;;Segundo grupo;10680906701200942;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;6;2
433;4/10/21 9:29:10;4/10/21 9:35:02;;;Primeiro grupo;10680906701200942;IRPJ/CSLL;Procedente ou procedente em parte;;7;6
480;4/11/21 14:24:05;4/11/21 14:24:28;;;Segundo grupo;10680906701200942;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;9;8
527;4/11/21 16:48:46;4/11/21 16:49:21;;;Terceiro grupo;10680906701200942;IRPJ/CSLL;Procedente ou procedente em parte;;7;7
633;4/12/21 11:52:27;4/12/21 12:22:54;;;Segundo grupo;10680906701200942;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;8
649;4/12/21 12:59:41;4/12/21 13:01:40;;;Segundo grupo;10680906701200942;Não sei;Procedente ou procedente em parte;;10;10
673;4/12/21 15:25:01;4/12/21 15:26:38;;;Terceiro grupo;10680906701200942;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;8;7
695;4/12/21 20:28:38;4/12/21 20:30:35;;;Terceiro grupo;10680906701200942;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
836;4/13/21 12:16:43;4/13/21 12:17:31;;;Segundo grupo;10680906701200942;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
878;4/13/21 15:33:30;4/13/21 15:35:48;;;Segundo grupo;10680906701200942;IRPJ/CSLL;Procedente ou procedente em parte;;7;4
945;4/14/21 11:07:52;4/14/21 11:08:55;;;Terceiro grupo;10680906701200942;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;6;5
1055;4/15/21 8:32:28;4/15/21 8:32:43;;;Segundo grupo;10680906701200942;Não sei;Procedente ou procedente em parte;;5;5
1062;4/15/21 9:23:35;4/15/21 9:26:49;;;Terceiro grupo;10680906701200942;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;6
1105;4/15/21 12:04:24;4/15/21 12:04:48;;;Terceiro grupo;10680906701200942;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1193;4/15/21 19:52:31;4/15/21 19:52:44;;;Segundo grupo;10680906701200942;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
1270;4/17/21 17:13:41;4/17/21 17:13:54;;;Segundo grupo;10680906701200942;Não sei;Procedente ou procedente em parte;;7;6
23;3/23/21 16:59:19;3/23/21 17:03:18;;;Primeiro grupo;10830909150200827;NGDT - Normas Gerais de Direito Tributário;Não sei;;3;2
96;3/25/21 16:48:52;3/25/21 16:50:15;;;Primeiro grupo;10830909150200828;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;8;8
118;3/26/21 8:33:24;3/26/21 8:36:05;;;Segundo grupo;10830909150200828;NGDT - Normas Gerais de Direito Tributário;Não sei;;3;2
174;3/30/21 11:08:08;3/30/21 11:27:59;;;Segundo grupo;10830909150200828;NGDT - Normas Gerais de Direito Tributário;Improcedente;;9;7
200;3/30/21 12:04:04;3/30/21 14:04:51;;;Segundo grupo;10830909150200828;IRPJ/CSLL;Improcedente;;9;9
218;3/30/21 15:22:02;3/30/21 15:23:37;;;Primeiro grupo;10830909150200828;NGDT - Normas Gerais de Direito Tributário;Improcedente;;10;9
273;3/31/21 18:08:58;3/31/21 18:13:13;;;Primeiro grupo;10830909150200828;PAF - Processo Administrativo Fiscal;Improcedente;;10;9
292;4/4/21 10:23:08;4/4/21 10:31:10;;;Primeiro grupo;10830909150200828;PAF - Processo Administrativo Fiscal;Não sei;;6;8
382;4/6/21 19:47:28;4/6/21 20:10:54;;;Segundo grupo;10830909150200828;NGDT - Normas Gerais de Direito Tributário;Não sei;;10;7
401;4/9/21 20:03:13;4/9/21 20:05:28;;;Segundo grupo;10830909150200828;NGDT - Normas Gerais de Direito Tributário;Improcedente;;9;8
457;4/11/21 14:12:34;4/11/21 14:13:10;;;Segundo grupo;10830909150200828;Não sei;Não sei;;6;6
503;4/11/21 16:28:56;4/11/21 16:29:14;;;Terceiro grupo;10830909150200828;NGDT - Normas Gerais de Direito Tributário;Improcedente;;8;8
558;4/12/21 9:43:53;4/12/21 9:46:06;;;Terceiro grupo;10830909150200828;PAF - Processo Administrativo Fiscal;Improcedente;;9;8
615;4/12/21 11:31:35;4/12/21 11:33:54;;;Segundo grupo;10830909150200828;PAF - Processo Administrativo Fiscal;Não sei;;10;10
783;4/13/21 10:14:15;4/13/21 10:16:14;;;Primeiro grupo;10830909150200828;PAF - Processo Administrativo Fiscal;Não sei;;5;5
812;4/13/21 11:43:04;4/13/21 11:44:37;;;Segundo grupo;10830909150200828;IRPJ/CSLL;Improcedente;;7;7
843;4/13/21 14:16:20;4/13/21 14:19:16;;;Segundo grupo;10830909150200828;Não sei;Improcedente;;6;4
899;4/13/21 21:33:23;4/13/21 21:34:13;;;Primeiro grupo;10830909150200828;PAF - Processo Administrativo Fiscal;Improcedente;;7;5
918;4/14/21 10:30:50;4/14/21 10:32:27;;;Terceiro grupo;10830909150200828;NGDT - Normas Gerais de Direito Tributário;Improcedente;;9;8
966;4/14/21 11:31:18;4/14/21 11:33:12;;;Terceiro grupo;10830909150200828;PAF - Processo Administrativo Fiscal;Não sei;;9;9
1033;4/15/21 7:59:20;4/15/21 7:59:34;;;Segundo grupo;10830909150200828;Não sei;Não sei;;5;5
1071;4/15/21 10:04:22;4/15/21 10:05:33;;;Terceiro grupo;10830909150200828;PAF - Processo Administrativo Fiscal;Improcedente;;10;10
1117;4/15/21 12:18:09;4/15/21 12:18:30;;;Terceiro grupo;10830909150200828;PAF - Processo Administrativo Fiscal;Improcedente;;10;10
1154;4/15/21 15:15:49;4/15/21 15:21:36;;;Terceiro grupo;10830909150200828;PAF - Processo Administrativo Fiscal;Improcedente;;10;10
1169;4/15/21 19:17:35;4/15/21 19:19:25;;;Segundo grupo;10830909150200828;NGDT - Normas Gerais de Direito Tributário;Improcedente;;9;8
1246;4/17/21 16:14:35;4/17/21 16:17:25;;;Segundo grupo;10830909150200828;NGDT - Normas Gerais de Direito Tributário;Improcedente;;9;7
426;4/10/21 0:14:39;4/10/21 0:16:25;;;Segundo grupo;108359000005200830;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;5;1
49;3/23/21 18:54:51;3/23/21 18:56:07;;;Primeiro grupo;10835900005200831;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
77;3/24/21 16:20:52;3/24/21 16:22:38;;;Terceiro grupo;10835900005200831;IRPJ/CSLL;Procedente ou procedente em parte;;8;6
267;3/31/21 16:28:16;3/31/21 16:30:43;;;Primeiro grupo;10835900005200832;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;6
326;4/4/21 17:53:39;4/4/21 17:55:07;;;Segundo grupo;10835900005200832;IRPJ/CSLL;Procedente ou procedente em parte;;8;6
435;4/10/21 9:42:05;4/10/21 9:46:39;;;Primeiro grupo;10835900005200832;IRPJ/CSLL;Procedente ou procedente em parte;;5;4
482;4/11/21 14:24:59;4/11/21 14:25:27;;;Segundo grupo;10835900005200832;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;9;7
529;4/11/21 16:50:10;4/11/21 16:51:31;;;Terceiro grupo;10835900005200832;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;8;8
635;4/12/21 12:26:31;4/12/21 12:30:21;;;Segundo grupo;10835900005200832;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
651;4/12/21 13:03:23;4/12/21 13:05:14;;;Segundo grupo;10835900005200832;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
693;4/12/21 20:21:38;4/12/21 20:25:01;;;Terceiro grupo;10835900005200832;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;9
